#SEED: 0.7715455701109022
SAT0,-50.221055786217114,-75.23862413927984,604.6946591525124
SAT1,88.7905420543758,173.54067566050213,532.6874669381016
SAT2,-56.96414542680598,133.54279251068613,595.8969211661986
SAT3,-72.34383970392443,-80.14230155963898,620.895338978409
SAT4,55.83690780338128,-123.51109425143231,304.9162277591726
SAT5,-39.086435185624175,-126.99850536744646,500.00016148312955
SAT6,38.57715553802359,24.395480027998786,359.20982447023584
SAT7,88.42412119961944,-150.92788751032472,423.4114426506515
SAT8,89.40881465236492,52.411594392887736,470.46038129878286
SAT9,-77.93459011662418,-109.49604600920966,327.12868598520157
SAT10,-32.241294067712495,-66.84762398696552,460.81399836282844
SAT11,89.86822912731023,-25.889459056798643,625.8137133372936
SAT12,3.641334695991276,-60.35293158224994,302.00800333905016
SAT13,67.64414561506982,13.9045279995197,340.4918653604054
SAT14,-41.204172316946604,106.30323868298115,616.8867287831545
SAT15,37.30478403776297,-77.3938152748029,532.2609905692078
SAT16,82.12979583803636,68.55577571648138,561.5201113440571
SAT17,-58.88347294996289,179.2801315575548,640.7117026184472
SAT18,73.69410094950817,130.2118200287128,449.01544150954714
SAT19,-9.263133070234204,-40.55148253742183,497.1438304146546
ROUTE,-40.21779110327645,103.1977907411221,55.005561678001726,109.95169724044837
